Progress,Duration,Q_RecaptchaScore,Follow_Sports,Follow_Sports_Others,Special_Events,Freind_Family_Invitation,Famous_Player,Storyline_Rivalry,Halftime_Entertainment_Or_Shows,Lack_of_Interest_in_Sports,Time_Consuming,Rules_Complicated,No_Introduces,Matches_Excitement,Supporting_Favorite_Team,Specific_Players,Community_Camaraderie,Sports_Related_Content_n_News_Engagement,Info_about_MLS,Info_about_MLS_Others,Follow_MLS_or_not,Follow_MLS_Since,Why_Follow_MLS,MLS_Fan_Time,Favorite_MLS_team_ and_why,Favorite_Players,Watch_MLS games,Watch_MLS games_Others,MLS_Ticket_Plan,MLS_Season_Ticket_Price,MLS_Monthly_Ticket_Price,MLS_Single_Game_Ticket_Price,MLS_Ticket_Plan_Others,MLS_online_livestream_plan ,MLS_online_livestream_Season_Payment_Price,MLS_online_livestream_Monthly_Payment_Price,MLS_online_livestream_Single_Game_Payment_Price,MLS_online_livestream_plan_Other_Price,MLS_Improvements,MLS_Improvements.1,No_MLS_Lack_of_interest_in _sports,No_MLS_Unfamiliar_with_rules_of_soccer,No_MLS_have_other_preferred _sports,No_MLS_have_other_preferred _sports_name,Potential_Reason_to_MLS,Potential_Reason_to_MLS_Others,Watch_Other_Pro_Sports,Other_Watch_Other_Pro_Sports,How_Watch_Other_Pro_Sports,Other_How_Watch_Other_Pro_Sports,Other_Ticket_Plan,Other_Ticket_Plan_Season_Ticket_Price,Other_Ticket_Plan_Monthly_Ticke_Price,Other_Ticket_Plan_Single_Game_Ticket_Price,Other_Ticket_Plan_Others,Other_online_livestream_plan,Other_online_livestream_plan_Season_Payment_Price,Other_online_livestream_plan_Montly_Payment_Price,Other_online_livestream_plan_Single_Game_Payment_Price,Other_online_livestream_plan_Others_Price,Age,Gender,Ethnicity,Ethnicity_Other,Employment_Status,Employment_Status_Other,Annual_Household_Income,Additional_Comments,All_Sports,alpine skiing,baseball,basketball,boxing,cricket,curling,equestrain,figure skating,football,formula 1,golf,gymnastics,ice hockey,mma,sailing,skateboarding,soccer,swboarding,swimming,tennis,ufc,volleyball
100,191,0.800000012,"others(please specify, and the answer can be more than one sport)","football, formula 1, alpine skiing",,,,,,,,,,4,5,4,4,1,Television broadcasts,,0,,,,,,,,,,,,,,,,,,,,1,2,5,nfl,Other (please specify),not interested,"NHL,NFL,Other, please specify",formula 1,Watch TV,,,,,,,,,,,,5,1,White or Caucasian,,Employed full-time,,1,it is too expensive to be a fan of professional sports,"['others(please specify', 'and the answer can be more than one sport)', 'football', 'formula 1', 'alpine skiing']",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100,189,0.899999976,"basketball,tennis,soccer,others(please specify, and the answer can be more than one sport)",volleyball,,,,,,,,,,4,5,4,5,3,"Television broadcasts,Online news websites",,0,,,,,,,,,,,,,,,,,,,,4,3,5,volleyball,The diverse composition of MLS teams,,"NBA,WNBA",,"Watch TV,Watch online livestreams",,,,,,,Others,,,,$10,2,0,"Black or African American,Asian",,Student,,2,,"['basketball', 'tennis', 'soccer', 'others(please specify', 'and the answer can be more than one sport)', 'volleyball']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
100,185,0.899999976,"baseball,others(please specify, and the answer can be more than one sport)",football,,,,,,,,,,3,3,3,4,4,Television broadcasts,,0,,,,,,,,,,,,,,,,,,,,2,2,2,,Rooting for local teams,,NFL,,Watch TV,,,,,,,,,,,,6,1,White or Caucasian,,Retired,,6,,"['baseball', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,180,0.899999976,"basketball,baseball,others(please specify, and the answer can be more than one sport)","gymnastics, football",,,,,,,,,,4,5,4,5,4,Social media,,0,,,,,,,,,,,,,,,,,,,,4,1,4,,"Rooting for local teams,The diverse composition of MLS teams",,"MLB,NBA,NFL",,"Go to the court/stadium..., etc.,Watch TV",,Single Game Ticket,,,60,,,,,,,3,0,White or Caucasian,,Employed full-time,,6,,"['basketball', 'baseball', 'others(please specify', 'and the answer can be more than one sport)', 'gymnastics', 'football']",0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100,88,0.899999976,"basketball,baseball,ice hockey",,,,,,,,,,,4,4,4,4,4,"Television broadcasts,Online news websites",,0,,,,,,,,,,,,,,,,,,,,2,2,2,,Rooting for local teams,,"MLB,NBA,NHL,NFL,PGA",,"Go to the court/stadium..., etc.,Watch TV",,Single Game Ticket,,,90,,,,,,,4,1,White or Caucasian,,Employed full-time,,3,thanks,"['basketball', 'baseball', 'ice hockey']",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,180,0.899999976,"baseball,others(please specify, and the answer can be more than one sport)",nfl,,,,,,,,,,5,5,5,5,4,Social media,,0,,,,,,,,,,,,,,,,,,,,1,3,4,,"Pure love of soccer,The fast-paced nature of MLS games",,"MLB,NFL",,"Go to the court/stadium..., etc.,Watch TV,Watch online livestreams",,Single Game Ticket,,,250,,Season Payment,50,,,,3,1,White or Caucasian,,Employed full-time,,2,,"['baseball', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,98,0.300000012,baseball,,,,,,,,,,,2,3,2,3,2,Social media,,0,,,,,,,,,,,,,,,,,,,,2,3,2,,Marketing and advertising campaigns,,NFL,,Watch TV,,,,,,,,,,,,2,1,White or Caucasian,,Employed part-time,,5,,['baseball'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,146,0.300000012,ice hockey,,,,,,,,,,,4,4,4,3,3,Online news websites,,0,,,,,,,,,,,,,,,,,,,,4,1,3,,The diverse composition of MLS teams,,NHL,,Watch TV,,,,,,,,,,,,3,0,White or Caucasian,,Employed part-time,,1,,['ice hockey'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,413,0.899999976,basketball,,,,,,,,,,,2,4,4,3,2,Social media,,0,,,,,,,,,,,,,,,,,,,,4,3,3,,Marketing and advertising campaigns,,NBA,,Watch online livestreams,,,,,,,Monthly Payment,,10,,,2,0,White or Caucasian,,Employed part-time,,3,,['basketball'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,124,0.899999976,"basketball,soccer",,,,,,,,,,,4,5,4,3,4,Social media,,0,,,,,,,,,,,,,,,,,,,,1,1,5,,Other (please specify),Better competition,"NBA,NFL",,"Watch TV,Watch online livestreams",,,,,,,Monthly Payment,,10,,,3,1,Asian,,Employed full-time,,3,,"['basketball', 'soccer']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,497,0.899999976,"basketball,soccer,others(please specify, and the answer can be more than one sport)","football, cricket",,,,,,,,,,5,5,5,4,4,"Online news websites,Social media",,0,,,,,,,,,,,,,,,,,,,,1,1,5,"I prefer international games, my favorite team is Chelsea ","Pure love of soccer,Marketing and advertising campaigns,The diverse composition of MLS teams",,"NBA,NFL,WNBA,Other, please specify",ICC,Watch online livestreams,,,,,,,"Season Payment,Monthly Payment,Single Game Payment,Others",0,0,0,Fifa+ is free,2,1,"White or Caucasian,Black or African American,American Indian or Alaska Native,Native Hawaiian or Pacific Islander,Other",Middle Eastern,Employed full-time,,3,,"['basketball', 'soccer', 'others(please specify', 'and the answer can be more than one sport)', 'football', 'cricket']",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
100,119,0.899999976,"others(please specify, and the answer can be more than one sport)",mma,,,,,,,,,,2,1,4,1,1,Social media,,0,,,,,,,,,,,,,,,,,,,,5,3,1,,Other (please specify),probably nothing,,,,,,,,,,,,,,,4,1,White or Caucasian,,Employed full-time,,5,,"['others(please specify', 'and the answer can be more than one sport)', 'mma']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,206,0.899999976,"basketball,baseball,soccer",,,,,,,,,,,5,4,5,3,3,Television broadcasts,,0,,,,,,,,,,,,,,,,,,,,4,2,3,,Rooting for local teams,,"MLB,NBA",,Watch TV,,,,,,,,,,,,3,0,White or Caucasian,,Employed full-time,,3,,"['basketball', 'baseball', 'soccer']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,353,0.899999976,"baseball,ice hockey",,,,,,,,,,,5,5,5,5,4,Online news websites,,0,,,,,,,,,,,,,,,,,,,,2,4,1,,The fast-paced nature of MLS games,,"MLB,NHL",,"Watch TV,Watch online livestreams",,,,,,,"Season Payment,Monthly Payment,Single Game Payment,Others",109.99,14.99,19.99,ESPN+,2,1,Asian,,Employed full-time,,4,"On the part of the survey where I had to list the season, monthly, and online payment information of my current plan, I didn't see a space specifying for me to enter the name of the plan, so I entered my plan name under the ""Other"" box","['baseball', 'ice hockey']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,176,0.899999976,"others(please specify, and the answer can be more than one sport)",football,,,,,,,,,,5,5,5,5,5,"Television broadcasts,Word of mouth (friends, family)",,0,,,,,,,,,,,,,,,,,,,,3,3,1,,"Rooting for local teams,The fast-paced nature of MLS games,The diverse composition of MLS teams",,,,,,,,,,,,,,,,4,0,White or Caucasian,,Employed part-time,,1,,"['others(please specify', 'and the answer can be more than one sport)', 'football']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,132,0.899999976,"others(please specify, and the answer can be more than one sport)",skateboarding,,,,,,,,,,2,2,5,5,5,Online news websites,,0,,,,,,,,,,,,,,,,,,,,2,5,4,Skateboarding,The fast-paced nature of MLS games,,"MLB,NBA",,Watch online livestreams,,,,,,,Others,,,,Free on YouTube,3,1,White or Caucasian,,Unemployed,,1,,"['others(please specify', 'and the answer can be more than one sport)', 'skateboarding']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,171,0.899999976,"soccer,others(please specify, and the answer can be more than one sport)",f1,,,,,,,,,,5,5,4,3,3,Online news websites,,0,,,,,,,,,,,,,,,,,,,,1,1,5,Only follow european soccer,Pure love of soccer,,,,,,,,,,,,,,,,4,1,White or Caucasian,,Employed full-time,,4,,"['soccer', 'others(please specify', 'and the answer can be more than one sport)', 'formula 1']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
100,599,0.899999976,"basketball,baseball,others(please specify, and the answer can be more than one sport)",nfl,,,,,,,,,,5,4,5,4,4,"Television broadcasts,Word of mouth (friends, family),Other (please specify)",Online newspapers,0,,,,,,,,,,,,,,,,,,,,1,2,5,,"Rooting for local teams,Other (please specify)",Learning to appreciate world's most popular sport,"MLB,NBA,NFL",,"Watch TV,Watch online livestreams",,,,,,,Others,,,,Small part of general package,6,1,White or Caucasian,,Other (please specify),Self employed,1,,"['basketball', 'baseball', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,179,0.800000012,basketball,,,,,,,,,,,4,4,2,4,1,Online news websites,,0,,,,,,,,,,,,,,,,,,,,2,2,1,,Marketing and advertising campaigns,,"NBA,NFL",,Watch online livestreams,,,,,,,Others,,,,0,3,0,White or Caucasian,,Employed full-time,,4,,['basketball'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,92,0.899999976,basketball,,,,,,,,,,,4,4,4,4,2,Social media,,0,,,,,,,,,,,,,,,,,,,,2,1,4,basketball,"Rooting for local teams,Marketing and advertising campaigns",,WNBA,,"Go to the court/stadium..., etc.,Watch TV",,Single Game Ticket,,,100,,,,,,,2,0,White or Caucasian,,Employed full-time,,3,,['basketball'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,288,0.899999976,basketball,,,,,,,,,,,2,4,4,4,4,"Online news websites,Word of mouth (friends, family)",,0,,,,,,,,,,,,,,,,,,,,4,1,1,,The diverse composition of MLS teams,,"NBA,NFL",,Watch TV,,,,,,,,,,,,3,1,White or Caucasian,,Employed full-time,,5,,['basketball'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,62,0.899999976,"others(please specify, and the answer can be more than one sport)","football, equestrain",,,,,,,,,,4,4,4,5,3,Never,,0,,,,,,,,,,,,,,,,,,,,4,1,1,,Marketing and advertising campaigns,,NFL,,Watch TV,,,,,,,,,,,,2,0,White or Caucasian,,Employed full-time,,5,,"['others(please specify', 'and the answer can be more than one sport)', 'football', 'equestrain']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,88,0.899999976,"others(please specify, and the answer can be more than one sport)",football,,,,,,,,,,4,4,4,3,3,Never,,0,,,,,,,,,,,,,,,,,,,,5,3,3,none,Rooting for local teams,,"MLB,NFL",,Watch TV,,,,,,,,,,,,3,1,Asian,,Employed full-time,,2,,"['others(please specify', 'and the answer can be more than one sport)', 'football']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,93,0.899999976,soccer,,,,,,,,,,,4,4,4,2,1,Social media,,0,,,,,,,,,,,,,,,,,,,,3,1,1,,"Pure love of soccer,The fast-paced nature of MLS games",,,,,,,,,,,,,,,,1,0,White or Caucasian,,Employed full-time,,2,,['soccer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,97,0.899999976,"others(please specify, and the answer can be more than one sport)",football,,,,,,,,,,4,5,4,5,3,"Television broadcasts,Word of mouth (friends, family)",,0,,,,,,,,,,,,,,,,,,,,4,5,5,football,Other (please specify),My husband loves soccer and is an avid follower,NFL,,Watch TV,,,,,,,,,,,,3,0,White or Caucasian,,Employed full-time,,4,,"['others(please specify', 'and the answer can be more than one sport)', 'football']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,158,0.300000012,"baseball,others(please specify, and the answer can be more than one sport)",american football,,,,,,,,,,5,5,5,5,5,Television broadcasts,,0,,,,,,,,,,,,,,,,,,,,1,4,5,nfl,"Rooting for local teams,The fast-paced nature of MLS games",,NFL,,"Go to the court/stadium..., etc.,Watch TV,Watch online livestreams",,Single Game Ticket,,,80,,Monthly Payment,,29,,,4,1,White or Caucasian,,Employed full-time,,4,thank you for the study,"['baseball', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,183,0.899999976,"tennis,soccer,others(please specify, and the answer can be more than one sport)","swimming, gymnastics",,,,,,,,,,5,3,4,3,4,"Television broadcasts,Social media",,0,,,,,,,,,,,,,,,,,,,,3,3,4,Gymnastics are the best for me,"Pure love of soccer,The fast-paced nature of MLS games",,,,,,,,,,,,,,,,2,0,Black or African American,,Employed full-time,,4,Thank you,"['tennis', 'soccer', 'others(please specify', 'and the answer can be more than one sport)', 'swimming', 'gymnastics']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
100,192,0.699999988,"others(please specify, and the answer can be more than one sport)","gymnastics, football",,,,,,,,,,4,5,5,3,2,"Television broadcasts,Online news websites,Social media,Word of mouth (friends, family)",,0,,,,,,,,,,,,,,,,,,,,5,4,1,,Pure love of soccer,,NFL,,Watch TV,,,,,,,,,,,,3,0,White or Caucasian,,Student,,3,,"['others(please specify', 'and the answer can be more than one sport)', 'gymnastics', 'football']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100,79,0.899999976,basketball,,,,,,,,,,,2,1,1,2,2,Television broadcasts,,0,,,,,,,,,,,,,,,,,,,,1,1,3,,Pure love of soccer,,NBA,,Watch TV,,,,,,,,,,,,3,0,White or Caucasian,,Employed full-time,,3,,['basketball'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,130,0.899999976,basketball,,,,,,,,,,,5,5,5,5,4,Television broadcasts,,0,,,,,,,,,,,,,,,,,,,,4,1,3,,Rooting for local teams,,NFL,,Watch TV,,,,,,,,,,,,3,1,White or Caucasian,,Employed full-time,,2,,['basketball'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,178,0.699999988,"baseball,others(please specify, and the answer can be more than one sport)",football,,,,,,,,,,4,4,4,4,4,Online news websites,,0,,,,,,,,,,,,,,,,,,,,1,3,5,No access to TV coverage of games,The fast-paced nature of MLS games,,"MLB,NFL",,"Watch TV,Watch online livestreams",,,,,,,Season Payment,119,,,,6,0,White or Caucasian,,Retired,,4,,"['baseball', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,122,0.899999976,"baseball,others(please specify, and the answer can be more than one sport)",football,,,,,,,,,,4,5,5,5,5,"Television broadcasts,Online news websites,Social media,Word of mouth (friends, family)",,0,,,,,,,,,,,,,,,,,,,,1,4,5,,"Rooting for local teams,Marketing and advertising campaigns,The fast-paced nature of MLS games",,"MLB,NFL,Other, please specify",college football,"Go to the court/stadium..., etc.,Watch TV,Watch online livestreams",,Single Game Ticket,,,150,,Single Game Payment,,,15,,3,1,White or Caucasian,,Employed full-time,,5,,"['baseball', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,173,0.899999976,"baseball,others(please specify, and the answer can be more than one sport)",(american) football,,,,,,,,,,4,4,4,2,2,Online news websites,,0,,,,,,,,,,,,,,,,,,,,1,1,5,all of them,"Pure love of soccer,Rooting for local teams",,"MLB,NBA,NHL,NFL",,"Go to the court/stadium..., etc.,Watch TV,Watch online livestreams",,Single Game Ticket,,,$50,,Others,,,,free (yarrrr!),4,1,White or Caucasian,,Employed full-time,,4,Why does the annual salary question allow you to select multiple options?,"['baseball', 'others(please specify', 'and the answer can be more than one sport)', 'football']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,110,0.899999976,"others(please specify, and the answer can be more than one sport)",football,,,,,,,,,,4,4,3,5,2,Never,,0,,,,,,,,,,,,,,,,,,,,3,1,4,Football,Rooting for local teams,,NFL,,"Watch TV,Watch online livestreams",,,,,,,Single Game Payment,,,0,,2,Non-binary / third gender,Black or African American,,Unemployed,,1,,"['others(please specify', 'and the answer can be more than one sport)', 'football']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
